product_id,product_name,category,segment,size,color,price,cogs,flag_loss_margin
628,SaigonFlex UM-49,Streetwear,Balanced,S,white,13238.5575,12576.629625,False
629,VietMode RP-07,Outdoor,Activewear,XL,purple,5668.74,3382.537158,False
630,SaigonCore UE-12,Streetwear,Performance,M,silver,7626.910344827586,6550.753295172413,False
631,DragonWear MA-27,Casual,All-weather,XL,silver,5077.2825,4735.0736595,False
632,HanoiStreet UE-25,Streetwear,Performance,S,green,10079.37,9575.4015,False
633,LotusWear UR-47,Streetwear,Standard,XL,purple,9446.85,7969.362660000002,False
634,SaigonFlex UC-12,Streetwear,Everyday,XL,silver,6544.421470588235,4298.376021882353,False
635,SaigonFlex UC-64,Streetwear,Everyday,XL,yellow,10648.856285414482,10116.413471143758,False
636,HanoiStreet UE-21,Streetwear,Performance,S,orange,25.583614760726004,14.429448269570385,False
637,VietMode UE-09,Streetwear,Performance,XL,yellow,10719.602068965518,10183.62196551724,False
638,HanoiStreet RS-19,Outdoor,Premium,XL,purple,26.29131187726292,14.947992451948688,False
639,VietMode RP-38,Outdoor,Activewear,L,green,56.72233329541727,33.4896615147602,False
640,VietMotion UE-24,Streetwear,Performance,L,red,4649.896261682243,4417.401448598131,False
641,VietMode UE-17,Streetwear,Performance,XL,silver,8819.221764705884,8378.260676470589,False
642,LotusWear UR-44,Streetwear,Standard,S,orange,7556.850000000001,5834.643885,False
643,MekongFit UC-09,Streetwear,Everyday,XL,silver,8323.85076923077,7907.658230769231,False
644,MekongFit MA-04,Casual,All-weather,L,green,1243.62,1007.580924,False
645,LotusWear UR-25,Streetwear,Standard,M,blue,8816.85,5025.6045,False
646,HanoiStreet UE-34,Streetwear,Performance,M,purple,3806.7319302949054,3616.395333780161,False
647,VietMotion RP-40,Outdoor,Activewear,XL,blue,33.74929298567648,19.65960461747709,False
648,SaigonFlex UC-44,Streetwear,Everyday,XL,yellow,15941.109130434785,14039.334811173912,False
649,VietMode RP-52,Outdoor,Activewear,S,red,4556.323333333333,3423.1657203333334,False
650,VietMode RP-41,Outdoor,Activewear,M,yellow,1802.115,1575.769356,False
651,HanoiStreet RP-45,Outdoor,Activewear,M,silver,890.4549377123442,566.9526588414495,False
652,DragonWear MA-04,Casual,All-weather,S,white,9610.756521739131,5604.032127826088,False
653,VietMotion MA-09,Casual,All-weather,XL,purple,23.96706714819649,14.162940493047364,False
654,VietMode RP-50,Outdoor,Activewear,L,pink,5479.74,5205.753,False
655,VietMode RS-52,Outdoor,Premium,L,white,26.786471161475475,16.63188205441279,False
656,DragonWear UE-04,Streetwear,Performance,S,green,9216.9,7344.947609999999,False
657,SaigonCore YY-54,GenZ,Trendy,XL,yellow,1885.747736131934,1552.1589616101946,False
658,SaigonFlex UC-26,Streetwear,Everyday,M,black,8951.670000000002,7753.936554000001,False
659,VietMotion MA-13,Casual,All-weather,XL,yellow,2387.299419873636,2267.9344488799543,False
660,VietMode RP-73,Outdoor,Activewear,M,black,5051.437674418605,4798.865790697674,False
661,VietMotion MA-04,Casual,All-weather,L,red,46.94272561574726,27.68491556165356,False
662,UrbanVN UE-24,Streetwear,Performance,S,white,6479.721271860095,5307.5396937806045,False
663,SaigonFlex UC-40,Streetwear,Everyday,XL,purple,11157.957055214723,10600.059202453987,False
664,DragonWear RP-12,Outdoor,Activewear,M,silver,3676.279090909091,3492.465136363636,False
665,UrbanVN UC-14,Streetwear,Everyday,XL,yellow,6564.18724137931,6235.977879310344,False
666,VietMode MP-05,Casual,Activewear,M,silver,69.37887580587473,41.75971276363685,False
667,UrbanVN RP-32,Outdoor,Activewear,M,silver,82.12784702062984,50.64712843407366,False
668,PhoenixWear UC-09,Streetwear,Everyday,XL,yellow,9154.692580645162,7143.40662067742,False
669,SaigonFlex UM-33,Streetwear,Balanced,S,pink,14291.702003988035,13021.1696958335,False
670,MekongFit MA-11,Casual,All-weather,M,blue,3460.8919000381534,3287.8473050362454,False
671,VietMode RP-62,Outdoor,Activewear,L,red,5983.8530769230765,3805.7305569230766,False
672,VietMode RP-01,Outdoor,Activewear,M,yellow,3195.99,3036.1905,False
673,UrbanVN UR-07,Streetwear,Standard,S,white,5358.403536585365,3888.593446500001,False
674,DragonWear UR-32,Streetwear,Standard,M,black,51.19184483471268,30.34536424775848,False
675,DragonWear RP-19,Outdoor,Activewear,S,white,3779.37,3590.4015,False
676,SaigonFlex UC-62,Streetwear,Everyday,M,silver,60.89870697563103,38.963323338682926,False
677,VietMode RP-59,Outdoor,Activewear,XL,silver,16.2568100410919,9.291864520911869,False
678,VietMotion RP-06,Outdoor,Activewear,M,yellow,41.60579529070704,24.931348582041373,False
679,SaigonCore YY-04,GenZ,Trendy,M,yellow,2719.3949999999995,2583.42525,False
680,VietMode RP-42,Outdoor,Activewear,L,red,1802.115,1309.056336,False
681,HanoiStreet YY-15,GenZ,Trendy,L,white,1038.87,951.397146,False
682,HanoiStreet RS-09,Outdoor,Premium,M,purple,2267.37,1983.268539,False
683,SaigonFlex UC-50,Streetwear,Everyday,M,purple,10129.728957654725,8328.663148983715,False
684,LotusWear UE-24,Streetwear,Performance,XL,blue,88.70327802926064,52.23998262488708,False
685,DragonWear MA-38,Casual,All-weather,L,pink,5355.0,4705.974,False
686,HanoiStreet RP-18,Outdoor,Activewear,L,red,3782.677086614173,2712.936006519685,False
687,LotusWear UR-08,Streetwear,Standard,S,green,6434.257407407407,5945.253844444444,False
688,VietMode RS-20,Outdoor,Premium,L,orange,32.38777123197503,18.06777241654719,False
689,VietMotion RP-07,Outdoor,Activewear,L,red,1290.87,907.997958,False
690,HanoiStreet MA-08,Casual,All-weather,M,black,32.86451541320264,19.68138564352252,False
691,MekongFit MA-01,Casual,All-weather,XL,blue,4535.037107001321,2953.2161640792606,False
692,SaigonFlex UC-89,Streetwear,Everyday,S,white,45.01401526716507,26.88267126437134,False
693,LotusWear RP-04,Outdoor,Activewear,S,green,27.854003961988106,17.563816142326093,False
694,SaigonCore UE-22,Streetwear,Performance,XL,silver,9128.7,8672.265,False
695,MekongFit RP-33,Outdoor,Activewear,XL,silver,3432.87,2542.726809,False
696,SaigonCore UR-11,Streetwear,Standard,M,purple,2235.9309677419355,2124.134419354839,False
697,LotusWear UE-70,Streetwear,Performance,M,yellow,6296.85,5735.170980000001,False
698,MekongFit UR-17,Streetwear,Standard,S,red,33.25127873001165,20.9799477652166,False
699,MekongFit UE-24,Streetwear,Performance,S,pink,5589.408461538462,5309.938038461539,False
700,VietMode RP-33,Outdoor,Activewear,M,black,4865.717011173184,4089.6351478910615,False
701,VietMode RS-92,Outdoor,Premium,L,white,37.50596780635181,23.590122972054488,False
702,LotusWear UE-09,Streetwear,Performance,S,pink,36.70893391230743,20.80032217120737,False
703,VietMotion UC-29,Streetwear,Everyday,M,black,7536.502486388385,7159.677362068965,False
704,DragonWear MA-06,Casual,All-weather,L,green,26.430276201873458,16.408370301165643,False
705,SaigonFlex UM-25,Streetwear,Balanced,S,red,14672.77455621302,13939.135828402366,False
706,MekongStyle UC-10,Streetwear,Everyday,L,pink,32.93714703716061,18.18035175845804,False
707,VietMode RP-09,Outdoor,Activewear,M,silver,2317.901162207358,1762.0684635100336,False
708,MekongFit RS-08,Outdoor,Premium,S,red,2225.38025390625,2045.792067416016,False
709,VietMode MP-04,Casual,Activewear,S,green,5794.74,4156.567002,False
710,HanoiStreet UM-29,Streetwear,Balanced,M,purple,46.644709743829566,29.34289561026984,False
711,UrbanVN MA-04,Casual,All-weather,XL,black,28.20535380725444,16.135633097849695,False
712,VietMode RP-84,Outdoor,Activewear,S,orange,3652.74,2041.516386,False
713,SaigonCore UR-03,Streetwear,Standard,M,silver,6307.371940298507,3885.971852417911,False
714,VietMode RP-45,Outdoor,Activewear,M,blue,4981.022208588956,3912.592944846626,False
715,UrbanVN UC-31,Streetwear,Everyday,S,green,37.99472429809594,20.946498813866302,False
716,VietMotion RP-51,Outdoor,Activewear,L,white,715.600871757925,486.6801528825648,False
717,VietMotion RS-11,Outdoor,Premium,L,pink,26.056050101685983,15.585484607536555,False
718,VietMode RP-52,Outdoor,Activewear,S,red,5669.054999999999,3895.2076905,False
719,HanoiStreet UE-33,Streetwear,Performance,S,white,3853.8245454545454,3304.6545477272725,False
720,SaigonFlex UC-49,Streetwear,Everyday,S,white,7436.313925233644,4666.286988084112,False
721,VietMotion RP-55,Outdoor,Activewear,L,pink,40.93238959023979,23.207673945338502,False
722,MekongStyle UC-01,Streetwear,Everyday,M,yellow,14486.85,13762.5075,False
723,LotusWear UE-01,Streetwear,Performance,S,red,34.03621789696054,21.34381341794018,False
724,DragonWear UE-03,Streetwear,Performance,XL,purple,7553.7,7176.014999999999,False
725,DragonWear MA-22,Casual,All-weather,L,orange,6615.0,3489.4125000000004,False
726,BambooCraft UM-08,Streetwear,Balanced,L,red,10134.107704918031,9627.402319672132,False
727,SaigonFlex UM-02,Streetwear,Balanced,M,silver,17955.91601226994,17058.120211656442,False
728,HanoiStreet YY-03,GenZ,Trendy,L,orange,3419.9325,2547.50771925,False
729,HanoiStreet RP-68,Outdoor,Activewear,S,red,3997.024412721359,2058.4675725515,False
730,HanoiStreet RP-44,Outdoor,Activewear,S,green,23.03407255575496,14.123480298959194,False
731,HanoiStreet RP-34,Outdoor,Activewear,L,green,2645.37,2343.79782,False
732,VietMode RP-35,Outdoor,Activewear,XL,blue,1348.7798230088497,1048.8111903716815,False
733,SaigonCore UR-10,Streetwear,Standard,S,white,6828.570000000001,5400.033156,False
734,SaigonFlex UC-66,Streetwear,Everyday,M,black,15754.49563106796,14966.770849514562,False
735,SaigonFlex UC-31,Streetwear,Everyday,L,green,11783.942843326886,9612.16217730174,False
736,MekongFit UE-13,Streetwear,Performance,M,silver,3193.262400806994,3033.599280766644,False
737,PhoenixWear UR-19,Streetwear,Standard,XL,blue,5280.81502617801,4593.780991272251,False
738,UrbanVN RP-14,Outdoor,Activewear,XL,yellow,3527.37,1932.99876,False
739,DragonWear UR-31,Streetwear,Standard,S,red,8757.0,8319.15,False
740,HanoiStreet RP-05,Outdoor,Activewear,M,silver,2046.87,1742.909805,False
741,SaigonFlex UM-85,Streetwear,Balanced,S,red,45.27382942735669,25.31523330168555,False
742,PhoenixWear RP-01,Outdoor,Activewear,S,pink,34.07713034376433,22.047603610788848,False
743,VietMotion YY-16,GenZ,Trendy,XL,silver,936.0128571428572,826.4057515714287,False
744,MekongStyle UC-11,Streetwear,Everyday,XL,yellow,21.6913947894699,12.156093169488374,False
745,VietMode MA-26,Casual,All-weather,L,red,41.08175137687927,24.342964395115114,False
746,SaigonCore UR-06,Streetwear,Standard,S,red,8561.7,6144.73209,False
747,VietMode RP-20,Outdoor,Activewear,S,pink,4448.666249999999,3015.750850875,False
748,HanoiStreet UE-26,Streetwear,Performance,M,silver,38.26586487306465,24.36949350141491,False
749,VietMode RP-03,Outdoor,Activewear,XL,black,4566.24,4337.928,False
750,VietMode MA-37,Casual,All-weather,M,black,6171.255906040268,4382.208818879195,False
751,SaigonFlex UC-02,Streetwear,Everyday,M,silver,9523.076012658228,5393.87025356962,False
752,HanoiStreet UC-41,Streetwear,Everyday,L,pink,9462.733636363637,7198.301477181818,False
753,VietMotion MA-02,Casual,All-weather,S,pink,24.36288761072888,14.955221775848312,False
754,UrbanVN UE-18,Streetwear,Performance,L,pink,3259.523492647059,1700.4934061139704,False
755,VietMode RP-27,Outdoor,Activewear,XL,purple,4912.74,3845.692872,False
756,UrbanVN RP-21,Outdoor,Activewear,L,green,3369.87,2625.465717,False
757,DragonWear UR-11,Streetwear,Standard,S,red,52.15532346340829,33.81794706998278,False
758,SaigonFlex UE-03,Streetwear,Performance,XL,purple,6514.160126582279,3614.7074542405057,False
759,NamStyle YY-08,GenZ,Trendy,M,silver,2834.37,2279.683791,False
760,VietMode RP-90,Outdoor,Activewear,L,pink,4178.16,3876.496848,False
761,SaigonFlex UC-51,Streetwear,Everyday,L,green,9634.396153846154,5513.764918846154,False
762,DragonWear UC-04,Streetwear,Everyday,S,orange,37.55095959605123,21.336185365589483,False
763,UrbanVN RP-28,Outdoor,Activewear,M,blue,52.32643105341463,33.32104375919796,False
764,HanoiStreet UE-44,Streetwear,Performance,XL,purple,9448.74,7307.655516,False
765,MekongFit RP-34,Outdoor,Activewear,S,pink,3432.87,2650.17564,False
766,BambooCraft UC-13,Streetwear,Everyday,L,white,8725.29,4900.122864000001,False
767,VietMode RP-98,Outdoor,Activewear,L,green,27.91732801988607,15.370607052345465,False
768,BambooCraft UC-12,Streetwear,Everyday,M,blue,8686.73842105263,7189.144717263159,False
769,SaigonCore UE-05,Streetwear,Performance,L,red,7559.37,4246.098129,False
770,VietMotion UC-05,Streetwear,Everyday,M,silver,37.69900071080301,21.51816079899328,False
771,VietMotion YY-06,GenZ,Trendy,M,silver,22.51159738539337,12.926260556590194,False
772,MekongFit RP-53,Outdoor,Activewear,XL,silver,1920.87,1824.8265,False
773,VietMode RS-70,Outdoor,Premium,S,orange,5039.37,4028.472378,False
774,HanoiStreet UM-02,Streetwear,Balanced,L,pink,21.57732512939597,12.363826367646892,False
775,MekongStyle UC-05,Streetwear,Everyday,M,blue,12136.393255813957,8029.437778046513,False
776,DragonWear UM-51,Streetwear,Balanced,S,white,59.22913883606159,37.57821971780847,False
777,VietMode MA-25,Casual,All-weather,M,yellow,5669.370000000001,5385.901500000001,False
778,MekongFit RS-04,Outdoor,Premium,S,green,3151.464301221167,1908.2116343894168,False
779,VietMotion YY-13,GenZ,Trendy,S,white,3296.847272727273,2940.1283978181823,False
780,VietMode RP-42,Outdoor,Activewear,L,red,5038.74,2568.245778,False
781,SaigonFlex UC-42,Streetwear,Everyday,M,silver,12288.258347826088,9234.626148391304,False
782,VietMode RP-78,Outdoor,Activewear,L,green,4156.74,3322.482282,False
783,HanoiStreet UC-28,Streetwear,Everyday,M,purple,6039.659921465968,3816.461104374345,False
784,HanoiStreet YY-02,GenZ,Trendy,M,black,4904.031105815062,3874.6749767044807,False
785,LotusWear UM-05,Streetwear,Balanced,XL,silver,9546.096575342466,5405.954490616439,False
786,VietMode RP-14,Outdoor,Activewear,L,orange,6298.74,5983.803,False
787,HanoiStreet RP-65,Outdoor,Activewear,M,silver,1477.4889495225102,1403.6145020463846,False
788,DragonWear MA-35,Casual,All-weather,XL,purple,5669.37,3727.043838,False
789,LotusWear UE-32,Streetwear,Performance,XL,black,7633.679268292683,6058.087867317074,False
790,DragonWear YY-02,GenZ,Trendy,L,pink,6293.7,3768.03819,False
791,VietMode RP-31,Outdoor,Activewear,XL,yellow,4534.74,4308.003,False
792,HanoiStreet RS-01,Outdoor,Premium,M,silver,3792.839178082192,3178.399231232877,False
793,SaigonCore YY-57,GenZ,Trendy,L,orange,2656.232068965517,1842.62818624138,False
794,UrbanVN UC-26,Streetwear,Everyday,XL,black,2019.996121076233,1168.1637568183855,False
795,NamStyle YY-11,GenZ,Trendy,S,red,1301.63582278481,745.4468357088607,False
796,HanoiStreet UE-17,Streetwear,Performance,S,pink,2601.282045889101,2461.3330718202674,False
797,VietMotion RP-62,Outdoor,Activewear,M,purple,30.53219942488464,17.552089060732616,False
798,MekongFit UC-12,Streetwear,Everyday,L,red,7044.87,6692.626499999999,False
799,VietMotion RP-17,Outdoor,Activewear,S,red,17.270209532795405,10.267666749032566,False
800,SaigonFlex UC-20,Streetwear,Everyday,XL,purple,10520.478996539792,9994.455046712805,False
801,UrbanVN RP-10,Outdoor,Activewear,XL,purple,1609.9115094339622,1048.696357245283,False
802,LotusWear UE-36,Streetwear,Performance,XL,purple,37.36068457495183,21.87719413339984,False
803,LotusWear UE-03,Streetwear,Performance,L,orange,11147.85,10315.105605,False
804,VietMode RP-17,Outdoor,Activewear,M,purple,19.76703478014193,11.639933279269748,False
805,VietMotion UC-22,Streetwear,Everyday,L,white,7830.721535836178,5726.606659156997,False
806,PhoenixWear UR-16,Streetwear,Standard,S,red,6611.85,4492.09089,False
807,LotusWear UR-26,Streetwear,Standard,L,white,10076.85,8442.38493,False
808,VietMode RP-27,Outdoor,Activewear,XL,purple,4004.843365384615,3125.3797623461537,False
809,HanoiStreet UR-30,Streetwear,Standard,S,white,39.54850017556203,24.50433225008864,False
810,LotusWear UE-12,Streetwear,Performance,XL,black,9887.85,9393.4575,False
811,HanoiStreet UM-14,Streetwear,Balanced,L,red,44.0621085973863,27.30215489435084,False
812,SaigonFlex UE-13,Streetwear,Performance,M,purple,6289.682000000001,3754.3111858,False
813,SaigonFlex UM-96,Unknown,Balanced,XL,black,4321.471553899082,10507.076517446809,True
814,HanoiStreet UR-19,Streetwear,Standard,M,blue,47.80569519896546,30.92599485473374,False
815,PhoenixWear MA-01,Casual,All-weather,L,orange,6299.37,3167.323236,False
816,MekongFit UE-06,Streetwear,Performance,L,red,5606.37,3703.568022,False
817,VietMotion RP-35,Outdoor,Activewear,L,pink,1546.0695505617975,846.4730789325843,False
818,VietMotion UE-01,Streetwear,Performance,XL,silver,7343.27605427975,6976.112251565762,False
819,SaigonFlex UM-08,Streetwear,Balanced,XL,blue,13752.81,7730.454500999999,False
820,VietMotion MA-07,Casual,All-weather,M,blue,9177.035294117648,5596.156122352942,False
821,DragonWear UM-47,Streetwear,Balanced,S,red,37.95726000127293,24.56236402951228,False
822,VietMode RS-78,Outdoor,Premium,S,red,4786.74,4547.402999999999,False
823,VietMode RP-21,Outdoor,Activewear,M,yellow,1652.259512195122,1569.6465365853658,False
824,VietMode RP-18,Outdoor,Activewear,L,green,4781.390943396226,4542.321396226414,False
825,SaigonFlex UC-33,Streetwear,Everyday,S,pink,16826.67,12741.154524,False
826,SaigonFlex UM-22,Streetwear,Balanced,M,silver,11199.107872340424,8260.461966638297,False
827,PhoenixWear UE-11,Streetwear,Performance,L,pink,40.66252770930223,24.70865195616299,False
828,SaigonFlex UC-00,Streetwear,Everyday,XL,purple,10745.220588235294,9205.430477941176,False
829,HanoiStreet UE-16,Streetwear,Performance,XL,silver,7343.25255526658,6976.089927503251,False
830,VietMode RP-16,Outdoor,Activewear,S,white,4011.274505119454,2500.227399040956,False
831,VietMode RS-13,Outdoor,Premium,XL,purple,3356.7945283018867,3188.954801886792,False
832,BambooCraft UM-01,Streetwear,Balanced,XL,blue,10115.099166666669,6342.1671775,False
833,BambooCraft UM-18,Streetwear,Balanced,S,red,11356.870000000004,6008.919917,False
834,VietMotion RP-50,Outdoor,Activewear,M,blue,1621.5537476099423,1250.8665609063096,False
835,LotusWear UR-29,Streetwear,Standard,M,silver,7052.85,5494.17015,False
836,HanoiStreet UM-08,Streetwear,Balanced,S,white,5543.37,4445.228403,False
837,UrbanVN RP-29,Outdoor,Activewear,L,white,37.91696218405503,22.57856459219544,False
838,LotusWear UE-07,Streetwear,Performance,L,green,5761.350000000001,3392.28288,False
839,SaigonFlex UE-08,Streetwear,Performance,S,red,7367.85,6999.4575,False
840,SaigonFlex UM-79,Streetwear,Balanced,L,white,36.743197912068986,21.535092385273764,False
841,VietMode RP-57,Outdoor,Activewear,M,purple,2802.24,1672.096608,False
842,NamStyle YY-35,GenZ,Trendy,S,white,66.8289478002943,42.504028768524,False
843,UrbanVN UR-08,Streetwear,Standard,M,purple,3684.87,2645.368173,False
844,HanoiStreet RP-78,Outdoor,Activewear,L,red,2708.37,1879.337943,False
845,MekongFit UR-11,Streetwear,Standard,L,white,58.93937160374784,37.65487971621282,False
846,HanoiStreet UE-20,Streetwear,Performance,XL,black,38.26954499465669,23.97053437683893,False
847,BambooCraft UC-15,Streetwear,Everyday,S,green,8833.75888888889,7271.950317333333,False
848,PhoenixWear UE-18,Streetwear,Performance,M,purple,7994.642727272727,6223.829363181818,False
849,IndigoViet UM-05,Streetwear,Balanced,XL,blue,12468.703333333337,11003.630691666667,False
850,VietMode MA-04,Casual,All-weather,S,pink,21.48555391895704,13.27856271342186,False
851,HanoiStreet RP-69,Outdoor,Activewear,M,black,1274.5818688060406,845.3026953921661,False
852,HanoiStreet RP-02,Outdoor,Activewear,L,white,1952.0120454545447,1350.7923354545455,False
853,SaigonCore UC-09,Streetwear,Everyday,XL,blue,5351.85,4369.2503400000005,False
854,SaigonFlex UC-34,Streetwear,Everyday,M,yellow,12601.622727272726,11971.54159090909,False
855,VietMode RP-82,Outdoor,Activewear,L,red,4912.74,3997.005264,False
856,VietMode RP-61,Outdoor,Activewear,M,yellow,5963.987647058823,4995.436053176471,False
857,MekongFit UM-19,Streetwear,Balanced,L,orange,8326.33408839779,7398.780470950277,False
858,VietMode RS-81,Outdoor,Premium,XL,blue,5070.87,4513.0743,False
859,HanoiStreet RP-15,Outdoor,Activewear,XL,silver,818.37,681.129351,False
860,LotusWear UR-01,Streetwear,Standard,M,yellow,6513.15,4765.02054,False
861,VietMotion UR-27,Streetwear,Standard,S,white,23.80275002527921,14.728869703292052,False
862,VietMotion UC-14,Streetwear,Everyday,L,green,5124.649910554562,4868.417415026834,False
863,HanoiStreet YY-22,GenZ,Trendy,M,black,17.927831391666206,10.41671895241332,False
864,LotusWear UE-27,Streetwear,Performance,L,green,14648.60675675676,7768.156163108108,False
865,VietMode RP-72,Outdoor,Activewear,S,red,3967.74,3769.353,False
866,DragonWear UM-14,Streetwear,Balanced,XL,silver,40.02615711874029,25.413390272717606,False
867,UrbanVN RP-31,Outdoor,Activewear,S,green,42.65364555812609,25.544613933627417,False
868,HanoiStreet UM-33,Streetwear,Balanced,M,yellow,4137.985384615385,3139.075712769231,False
869,VietMode MA-41,Casual,All-weather,M,purple,5114.97,3436.748343,False
870,SaigonCore YY-56,GenZ,Trendy,M,black,1259.37,828.1617120000001,False
871,UrbanVN MA-03,Casual,All-weather,L,red,43.64364128670683,27.031484530585928,False
872,DragonWear RP-05,Outdoor,Activewear,L,red,52.83177583040088,29.251218367433875,False
873,HanoiStreet UR-11,Streetwear,Standard,M,purple,46.81960744428506,28.15117157705557,False
874,DragonWear UM-30,Streetwear,Balanced,XL,blue,10425.177091172214,7115.183364725037,False
875,DragonWear UM-19,Streetwear,Balanced,S,orange,11626.60103626943,9137.345754404145,False
876,VietMotion RP-63,Outdoor,Activewear,L,green,38.415397252680165,23.49925547126347,False
877,UrbanVN UE-01,Streetwear,Performance,M,black,8922.087391304349,8475.983021739132,False
878,VietMode RP-88,Outdoor,Activewear,S,green,4629.24,2849.29722,False
879,VietMotion RP-56,Outdoor,Activewear,XL,yellow,58.94633467839673,35.48436098598768,False
880,HanoiStreet RP-36,Outdoor,Activewear,S,pink,23.43905602971568,13.879954859732678,False
881,SaigonFlex UE-10,Streetwear,Performance,L,orange,30.74527762642181,17.734071800396872,False
882,DragonWear UM-42,Streetwear,Balanced,XL,purple,10818.745208023774,9215.40716819465,False
883,VietMotion UM-12,Streetwear,Balanced,M,silver,50.47715313856764,31.794464597878992,False
884,HanoiStreet UC-01,Streetwear,Everyday,L,pink,18.82298104757963,12.133510917425138,False
885,BambooCraft UM-06,Streetwear,Balanced,S,pink,14247.512493297589,13535.136868632708,False
886,MekongFit UC-08,Streetwear,Everyday,L,green,6110.37,5286.081087,False
887,VietMotion UM-03,Streetwear,Balanced,S,pink,41.44278538358636,24.9855947736624,False
888,VietMode MA-36,Casual,All-weather,S,red,5420.109130434782,3545.293382217392,False
889,VietMode RS-07,Outdoor,Premium,M,yellow,5039.37,2522.708622,False
890,LotusWear UE-28,Streetwear,Performance,XL,silver,13856.85,8174.155815000001,False
891,SaigonCore YY-13,GenZ,Trendy,L,pink,2515.8053649635035,2390.015096715328,False
892,UrbanVN UR-02,Streetwear,Standard,XL,yellow,8126.369999999999,5654.328245999999,False
893,VietMotion UR-02,Streetwear,Standard,XL,yellow,45.85131388256831,28.627305678763328,False
894,SaigonCore RP-08,Outdoor,Activewear,XL,yellow,64.75266933041797,38.898448915717616,False
895,SaigonCore UR-09,Streetwear,Standard,XL,blue,5743.991359223301,5456.791791262135,False
896,UrbanVN RP-07,Outdoor,Activewear,S,orange,5291.37,2847.286197,False
897,SaigonFlex UM-92,Streetwear,Balanced,XL,silver,13019.79912189546,11027.769856245455,False
898,DragonWear UM-01,Streetwear,Balanced,L,white,13273.377049180328,8752.464826229509,False
899,VietMotion RS-16,Outdoor,Premium,XL,blue,27.659626182375,17.10904235714284,False
900,HanoiStreet RP-14,Outdoor,Activewear,L,green,1341.3127118644063,1274.2470762711862,False
901,VietMotion UC-31,Streetwear,Everyday,XL,blue,48.06297103310155,30.72507952736204,False
902,SaigonFlex UC-36,Streetwear,Everyday,XL,black,11194.626315789474,7866.463912105264,False
903,PhoenixWear MA-06,Casual,All-weather,XL,silver,7874.37,5049.046044,False
904,MekongFit UM-13,Streetwear,Balanced,S,green,9134.37,8677.6515,False
905,SaigonFlex UM-77,Streetwear,Balanced,S,orange,11541.579742765272,10964.500755627008,False
906,VietMode MP-21,Casual,Activewear,M,blue,5353.74,4589.225928,False
907,LotusWear UE-63,Streetwear,Performance,L,orange,8412.978526645767,7352.101934435736,False
908,SaigonFlex UE-11,Streetwear,Performance,XL,blue,6819.422254335261,6351.609887687862,False
909,DragonWear UR-14,Streetwear,Standard,XL,blue,5549.752173913043,3170.018441739131,False
910,SaigonFlex UC-48,Streetwear,Everyday,XL,blue,10477.884955752212,6262.6318380530965,False
911,SaigonFlex UM-55,Streetwear,Balanced,L,red,20605.7840625,17102.800771874998,False
912,SaigonFlex UM-29,Streetwear,Balanced,S,white,20475.451545064378,12027.280237570814,False
913,BambooCraft UC-11,Streetwear,Everyday,S,orange,10488.371582278482,9963.953003164555,False
914,SaigonFlex UC-22,Streetwear,Everyday,M,silver,11020.21447260834,10469.203748977923,False
915,VietMode MA-24,Casual,All-weather,S,pink,8377.74,7154.589959999999,False
916,LotusWear UC-04,Streetwear,Everyday,L,red,16691.85,12462.13521,False
917,UrbanVN UC-25,Streetwear,Everyday,L,red,4301.704266090053,3533.8500545929787,False
918,HanoiStreet UC-16,Streetwear,Everyday,M,blue,30.25584774884125,17.459877222806806,False
919,HanoiStreet YY-11,GenZ,Trendy,L,red,31.28216747612525,18.74300640602044,False
920,HanoiStreet YY-26,GenZ,Trendy,M,purple,37.82331096677837,20.8467737611827,False
921,VietMode MA-34,Casual,All-weather,L,pink,4444.02,3357.4571100000003,False
922,SaigonCore YY-09,GenZ,Trendy,L,white,6265.98,4713.270156,False
923,SaigonFlex UC-68,Streetwear,Everyday,XL,blue,11026.336363636365,8163.899443636364,False
924,IndigoViet UM-12,Streetwear,Balanced,L,red,15511.570819672132,10377.240878360655,False
925,MekongStyle UM-02,Streetwear,Balanced,S,pink,13423.977329842932,12210.449779225131,False
926,VietMode RS-49,Outdoor,Premium,XL,black,22.32505480131664,12.39480631628554,False
927,VietMode RP-12,Outdoor,Activewear,S,red,2622.8902649006623,2491.745751655629,False
928,SaigonFlex UC-82,Streetwear,Everyday,M,silver,10151.263043478262,6680.546208913043,False
929,SaigonFlex UC-41,Streetwear,Everyday,S,green,18775.840588235293,12572.302857882352,False
930,UrbanVN RP-30,Outdoor,Activewear,XL,purple,28.047088630409924,16.87199549783042,False
931,SaigonFlex UM-94,Streetwear,Balanced,M,yellow,10349.290430769232,7115.137171153847,False
932,PhoenixWear UM-01,Streetwear,Balanced,L,red,10835.37,10293.6015,False
933,VietMotion YY-04,GenZ,Trendy,XL,purple,1987.569124423963,1152.392578341014,False
934,VietMode RP-53,Outdoor,Activewear,M,black,22.29044412150247,14.060468749588775,False
935,VietMode RS-05,Outdoor,Premium,XL,silver,4999.05,4046.23107,False
936,VietMode UR-01,Streetwear,Standard,S,pink,5164.74,2678.950638,False
937,SaigonCore YY-40,GenZ,Trendy,M,purple,1211.1452442996742,735.5285068631921,False
938,UrbanVN MA-12,Casual,All-weather,XL,yellow,24.307770829746094,14.033506952292084,False
939,VietMotion MA-05,Casual,All-weather,XL,black,35.63530294659231,20.57659080145137,False
